stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station
3747916,,"GRANGE AUX BELLES - JULIETTE DODU","27 RUE JULIETTE DODU - 75110",48.875489129057435,2.3689465790102533,0,
3747917,,"HOPITAL SAINT-LOUIS","FACE 22 AVENUE CLAUDE VELLEFAUX - 75110",48.87315216917849,2.3699124864047145,0,
3747918,,"HOPITAL SAINT-LOUIS","6 AVENUE CLAUDE VELLEFAUX - 75110",48.87246014976294,2.3698984262295637,0,
3747919,,"ALIBERT","155 AVENUE PARMENTIER - 75110",48.87139966091467,2.3698432625652974,0,
3747920,,"GONCOURT","135 AVENUE PARMENTIER - 75111",48.8696018221402,2.3711772372329496,0,
3747921,,"FONTAINE AU ROI","109 AVENUE PARMENTIER - 75111",48.867884872081355,2.3724430590789156,0,
3747922,,"FONTAINE AU ROI","114 AVENUE PARMENTIER - 75111",48.86750722069366,2.373055836298326,0,
3747923,,"PARMENTIER - REPUBLIQUE","75 AVENUE PARMENTIER - 75111",48.864639698019886,2.3748519886940653,0,
3747924,,"PARMENTIER - REPUBLIQUE","86-88 AVENUE PARMENTIER - 75111",48.86472949410977,2.3750972540746553,0,
3747925,,"SAINT-AMBROISE","37 AVENUE PARMENTIER - 75111",48.86212264088009,2.3766754518164968,0,
3747926,,"SAINT-AMBROISE","52 AVENUE PARMENTIER - 75111",48.86224837842613,2.376934357530956,0,
3747927,,"CHEMIN VERT","13 BIS AVENUE PARMENTIER - 75111",48.86004588170588,2.3786489192182496,0,
3747928,,"CHEMIN VERT","28 AVENUE PARMENTIER - 75111",48.86046829447628,2.378635635277166,0,
3747929,,"VOLTAIRE - LEON BLUM","1 AVENUE PARMENTIER - 75111",48.85854460023915,2.3797373699705835,0,
3747930,,"VOLTAIRE - LEON BLUM","6 BIS PLACE LEON BLUM - 75111",48.85828368072684,2.380527147829766,0,
3747931,,"GYMNASE JAPY","35 RUE RICHARD LENOIR - 75111",48.85600953662013,2.381410546966965,0,
3747932,,"CHARONNE - CHANZY","41 R FAIDHERBE - 75111",48.85360051839111,2.3824299446753106,0,
3747933,,"CHARONNE - CHANZY","44 RUE FAIDHERBE - 75111",48.853636343775705,2.3827568396700367,0,
3747934,,"FAIDHERBE - CHALIGNY","12 RUE DE REUILLY - 75112",48.84958214338538,2.384932204803839,0,
3747935,,"FAIDHERBE - CHALIGNY","1 RUE DE REUILLY - 75112",48.84973489237593,2.3850276733110722,0,
3747936,,"REUILLY - DIDEROT","28 RUE DE REUILLY - 75112",48.84675916135403,2.387149265789512,0,
3747937,,"REUILLY - DIDEROT","35 BIS-35 RUE DE REUILLY - 75112",48.84690293855667,2.3872038743131854,0,
3747938,,"MONTGALLET","64 RUE DE REUILLY - 75112",48.84417842225694,2.390210573103677,0,
3747939,,"MONTGALLET","95 RUE DE REUILLY - 75112",48.84416933764707,2.3904284332710555,0,
3747940,,"RUE DE LA GARE DE REUILLY","FACE117BIS RUE DE REUILLY - 75112",48.841435701373044,2.393530107369139,0,
3747941,,"RUE DE LA GARE DE REUILLY","117 RUE DE REUILLY - 75112",48.84153453856694,2.3935846791791637,0,
3747942,,"DAUMESNIL - FELIX EBOUE","10-12 PLACE FELIX EBOUE - 75112",48.83901645446425,2.396808815876881,0,
3747943,,"DAUMESNIL - FELIX EBOUE","FACE 10 PLACE FELIX EBOUE - 75112",48.83915113815764,2.3970676654335166,0,
3747944,,"SIDI BRAHIM","194 AVENUE DAUMESNIL - 75112",48.83815247544857,2.3991088033972896,0,
3747945,,"SIDI BRAHIM","221 AVENUE DAUMESNIL - 75112",48.83825113999452,2.399490149089778,0,
3747946,,"MICHEL BIZOT","254 AVENUE DAUMESNIL - 75112",48.83675736825707,2.4029056962363957,0,
3747947,,"MICHEL BIZOT","253 TER AVENUE DAUMESNIL - 75112",48.83708107071685,2.402633806208425,0,
3747948,,"PORTE DOREE","2 PLACE EDOUARD RENARD - 75112",48.835020355270444,2.407137589539533,0,
3747949,,"PORTE DOREE","275 AVENUE DAUMESNIL - 75112",48.8357488262185,2.406321692762601,0,
3747950,,"PARC ZOOLOGIQUE","FACE 17 AVENUE DAUMESNIL - 75112",48.83363150282553,2.414827672817244,0,
3747952,,"ALPHAND","31 BIS AVENUE DAUMESNIL - 94067",48.834187321739286,2.416965937001891,0,
3747954,,"SAINT-MANDE - DEMI LUNE - PARC ZOOLOGIQUE","FACE 47 AVENUE DAUMESNIL - 75112",48.835092645541295,2.420507088037028,0,
3747955,,"TOURELLE - DAUMESNIL","AVENUE DAUMESNIL - 75112",48.83937246797884,2.430303562536124,0,
3747956,,"TOURELLE - DAUMESNIL","AVENUE DAUMESNIL - 75112",48.83937307193849,2.429527475122012,0,
3747957,,"PARC FLORAL","COURS DES MARECHAUX - 75112",48.840857457954364,2.438802596348591,0,
3747958,,"PARC FLORAL","ROUTE DE L'ARTILLERIE - 75112",48.840237665191545,2.438392908706259,0,
3747959,,"CHATEAU DE VINCENNES","PISTE GARE ROUTIERE - 75112",48.84421708132009,2.4407972345378566,0,
3747960,,"CHATEAU DE VINCENNES","13 AVENUE DE NOGENT - 75112",48.84413658355176,2.4403477181417497,0,
3747961,,"SAINT-MANDE - DEMI LUNE - PARC ZOOLOGIQUE","AVENUE DAUMESNIL - 94067",48.835559521883965,2.421188566424169,0,
3747962,,"PARC ZOOLOGIQUE","5 AVENUE DAUMESNIL - 94067",48.83389375748938,2.4123094477396916,0,
3747963,,"PLACE EDOUARD RENARD","1 PLACE EDOUARD RENARD - 75112",48.83564047458474,2.4071792685821953,0,
3747964,,"GODEFROY - CAVAIGNAC","26 RUE GODEFROY-CAVAIGNAC - 75111",48.85467033203278,2.381613700746497,0,
3747965,,"GONCOURT","154 AVENUE PARMENTIER - 75110",48.870392784817895,2.370905280239328,0,
3747966,,"SAMBRE ET MEUSE","52 AVENUE CLAUDE VELLEFAUX - 75110",48.875677457948655,2.370431831514734,0,
3747967,,"COLONEL FABIEN","4 PLACE DU COLONEL FABIEN - 75119",48.8782477025437,2.370855875922014,0,
3747968,,"LOUIS BLANC","217 RUE DU FAUBOURG SAINT-MARTIN - 75110",48.880711840653206,2.3644803008586255,0,
3747969,,"VALENCIENNES","140-142 RUE DU FAUBOURG SAINT-DENIS - 75110",48.87781949763114,2.3564941357294393,0,
3748041,,"SAINT-GERMAIN-DES-PRES","145 BOULEVARD SAINT GERMAIN - 75106",48.853429302159356,2.334367396488073,0,
3748042,,"SAINT-GERMAIN-DES-PRES","145 BOULEVARD SAINT GERMAIN - 75106",48.853429302159356,2.334367396488073,0,
3748043,,"SEINE - BUCI","119 BOULEVARD SAINT GERMAIN - 75106",48.85271034035536,2.337377252975595,0,
3748044,,"SAINT-GERMAIN - ODEON","87 BOULEVARD SAINT-GERMAIN - 75106",48.852162079896225,2.3397060895787947,0,
3748045,,"SAINT-GERMAIN - ODEON","FACE 25 RUE DE L'ECOLE DE MEDECINE - 75106",48.85164978580307,2.34008739176998,0,
3748046,,"CLUNY","BD SAINT-GERMAIN - 75105",48.851164321077135,2.3437099323238684,0,
3748047,,"CLUNY","58-60 RUE DES ECOLES - 75105",48.850130779272746,2.343369343620797,0,
3748048,,"DANTE","63 BOULEVARD SAINT-GERMAIN - 75105",48.85059796516235,2.345984155428729,0,
3748049,,"MAUBERT - MUTUALITE","51 BD SAINT-GERMAIN - 75105",48.85016642446109,2.3477408578510297,0,
3748050,,"SAINT-GERMAIN - CARDINAL LEMOINE","15 BOULEVARD SAINT GERMAIN - 75105",48.84936585821649,2.353746322738603,0,
3748051,,"PONT SULLY - QUAI DE BETHUNE","FACE 3-5 BOULEVARD HENRI IV - 75104",48.850119889984526,2.3593981982611987,0,
3748052,,"PONT SULLY - QUAI DE BETHUNE","1-3 BOULEVARD HENRI IV - 75104",48.85029067481675,2.3592757051746074,0,
3748053,,"SULLY - MORLAND","12 BOULEVARD HENRI IV - 75104",48.85124258397393,2.363075725075009,0,
3748054,,"SULLY - MORLAND","13 BOULEVARD HENRI IV - 75104",48.85140439083716,2.3629259995215057,0,
3748055,,"LA CERISAIE","38 BOULEVARD HENRI IV - 75104",48.85220352272098,2.3662085612665225,0,
3748056,,"LA CERISAIE","39 BOULEVARD HENRI IV - 75104",48.85250003579268,2.366508345341815,0,
3748057,,"BASTILLE - FAUBOURG SAINT-ANTOINE","4 RUE DU FAUBOURG SAINT-ANTOINE - 75112",48.8528494234173,2.370771325960331,0,
3748058,,"LA BOULE BLANCHE","58 RUE DU FAUBOURG SAINT-ANTOINE - 75112",48.85188700856417,2.3733582882643787,0,
3748059,,"LEDRU ROLLIN - FAUBOURG SAINT-ANTOINE","90-92 RUE DU FAUBOURG SAINT ANTOINE - 75112",48.851311095020485,2.3756458312238835,0,
3748060,,"CROZATIER","120 R DU FAUBOURG SAINT-ANTOINE - 75111",48.8507261218596,2.378015027674748,0,
3748061,,"CROZATIER","153-155 RUE DU FAUBOURG SAINT-ANTOINE - 75111",48.85067175199644,2.379295128256451,0,
3748062,,"HOPITAL SAINT-ANTOINE","178 RUE DU FAUBOURG SAINT ANTOINE - 75112",48.85023917522549,2.3825087277099875,0,
3748063,,"FAIDHERBE - CHALIGNY","206 RUE DU FAUBOURG SAINT ANTOINE - 75112",48.849842516859745,2.3855861239156644,0,
3748064,,"CLAUDE TILLIER","242 RUE DU FAUBOURG SAINT ANTOINE - 75112",48.84919362999697,2.3898071484915784,0,
3748065,,"CHEVREUL","270-272 RUE DU FAUBOURG SAINT ANTOINE - 75112",48.84868881809981,2.393129435536575,0,
3748066,,"NATION - TRONE","2 AVENUE DU TRONE - 75112",48.84804881525517,2.39702345382582,0,
3748069,,"PYRENEES - DOCTEUR NETTER","82-84 COURS DE VINCENNES - 75112",48.84730663534896,2.406623052580046,0,
3748071,,"SAINT-MANDE - TOURELLE","2 AVENUE DU GENERAL DE GAULLE - 94067",48.84621234043926,2.417461023272112,0,
3748072,,"SAINT-MANDE - TOURELLE","3 AVENUE DU GENERAL DE GAULLE - 94067",48.84585268408715,2.4176919610456427,0,
3748073,,"MAIRIE DE SAINT-MANDE","40 AVENUE DU GENERAL DE GAULLE - 94067",48.84292286373719,2.4175240200745383,0,
3748074,,"MAIRIE DE SAINT-MANDE","FACE 38 AVENUE DU GENERAL DE GAULLE - 94067",48.84336303178212,2.417851500327602,0,
3748075,,"EGLISE DE SAINT-MANDE","82 AVENUE DU GENERAL DE GAULLE - 94067",48.83981325773919,2.4173966676014254,0,
3748076,,"EGLISE DE SAINT-MANDE","61 AVENUE DU GENERAL DE GAULLE - 94067",48.83999284352481,2.4176420284784466,0,
3748077,,"JEAN MERMOZ","94-96 AVENUE DU GENERAL DE GAULLE - 94067",48.83814143459987,2.4175983140877286,0,
3748078,,"JEAN MERMOZ","75-77 AVENUE DU GENERAL DE GAULLE - 94067",48.83829408516734,2.417802780011613,0,
3748079,,"SAINT-MANDE - DEMI LUNE - PARC ZOOLOGIQUE","47 AVENUE DAUMESNIL - 94067",48.83524558658479,2.4202895013942367,0,
3748080,,"SAINT-MANDE - DEMI LUNE - PARC ZOOLOGIQUE","47 AVENUE DAUMESNIL - 94067",48.83524558658479,2.4202895013942367,0,
3748082,,"PYRENEES - DOCTEUR NETTER","73 COURS DE VINCENNES - 75120",48.84752230352113,2.406677811879984,0,
3748083,,"MARSOULAN","39 COURS DE VINCENNES - 75120",48.84787500756238,2.402810824531941,0,
3748084,,"NATION - TRONE","1 AVENUE DU TRONE - 75111",48.84848909962392,2.397228230767454,0,
3748086,,"NATION - SAINT-ANTOINE","1 PLACE DE LA NATION - 75111",48.84867011775387,2.3946546338555432,0,
3748087,,"CHEVREUL","305 RUE DU FAUBOURG SAINT ANTOINE - 75111",48.848976709956254,2.3925033129439575,0,
3748088,,"CLAUDE TILLIER","273 RUE DU FAUBOURG SAINT ANTOINE - 75111",48.8495085082438,2.389085700710158,0,
3748089,,"FAIDHERBE - CHALIGNY","241 RUE DU FAUBOURG SAINT ANTOINE - 75111",48.85001323471419,2.385695229978222,0,
3748090,,"HOPITAL SAINT-ANTOINE","201 RUE DU FAUBOURG SAINT ANTOINE - 75111",48.85028364056995,2.38373442649756,0,
3748091,,"LEDRU ROLLIN - FAUBOURG SAINT-ANTOINE","111-113 RUE DU FAUBOURG SAINT-ANTOINE - 75111",48.85129282244773,2.3765582711793267,0,
3748092,,"LA BOULE BLANCHE","55 RUE DU FAUBOURG SAINT ANTOINE - 75111",48.85201275020522,2.3736307537404877,0,
3748093,,"BASTILLE - FAUBOURG SAINT-ANTOINE","5-7-9 RUE DU FAUBOURG SAINT-ANTOINE - 75111",48.853119051005244,2.37075788101229,0,
3748094,,"BASTILLE - RUE SAINT-ANTOINE","1-3 PLACE DE LA BASTILLE - 75104",48.853056803181765,2.368306389968919,0,
3748095,,"INSTITUT DU MONDE ARABE","6 RUE DES FOSSES SAINT-BERNARD - 75105",48.84898813585947,2.3554484654153858,0,
3748096,,"MONGE - MUTUALITE","12 RUE DES ECOLES - 75105",48.84840468548921,2.349728722188171,0,
3748097,,"COLLEGE DE FRANCE","42 RUE DES ECOLES - 75105",48.849321725621934,2.3462154498324934,0,
3748098,,"EGLISE SAINT-SULPICE","10 PLACE SAINT SULPICE - 75106",48.85134418628344,2.3334959143801117,0,
3749638,,"MAIRIE DU 18E - JULES JOFFRIN","FACE 30 RUE HERMEL - 75118",48.89257782170812,2.3449690106930574,0,
3749639,,"MAIRIE DU 18E - JULES JOFFRIN","FACE 85-87 R DU MONT CENIS - 75118",48.89313504080895,2.3447373887139227,0,
3749640,,"MARCADET","59 RUE RAMEY - 75118",48.890250102475555,2.3455683376852696,0,
3749641,,"CUSTINE - RAMEY","36 RUE CUSTINE - 75118",48.889045801610074,2.34581345976619,0,
3749642,,"CUSTINE - MONT-CENIS","60-62 RUE CUSTINE - 75118",48.889773924726455,2.343169589309277,0,
3749643,,"CUSTINE - MONT-CENIS","42 RUE DU MONT-CENIS - 75118",48.889962656364695,2.343155981984433,0,
3749644,,"LAMARCK - CAULAINCOURT","45 RUE LAMARCK - 75118",48.88952238824971,2.3404165527108622,0,
3749645,,"LAMARCK - CAULAINCOURT","100-102 RUE CAULAINCOURT - 75118",48.88958532277054,2.339312626307524,0,
3749646,,"LAMARCK - MONT CENIS","31 RUE LAMARCK - 75118",48.889099909915785,2.3426516240229285,0,
3749647,,"LAMARCK - BECQUEREL","23 RUE LAMARCK - 75118",48.88836289101116,2.3440007635213433,0,
3749648,,"CHEVALIER DE LA BARRE","FACE 16 RUE LAMARCK - 75118",48.88715858179531,2.344409450662319,0,
3749649,,"UTRILLO","RUE DU CARDINAL DUBOIS - 75118",48.8862329311857,2.3438505795005207,0,
3749650,,"FUNICULAIRE","FACE 9 RUE DU CARDINAL DUBOIS - 75118",48.88590045443896,2.342869335612497,0,
3749651,,"PLACE DU TERTRE - NORVINS","2 RUE SAINT ELEUTHERE - 75118",48.88652961837156,2.3414384674532873,0,
3749652,,"PLACE DU TERTRE - NORVINS","10 RUE JEAN BAPTISTE CLEMENT - 75118",48.886817264618806,2.3393261443813564,0,
3749653,,"MONT CENIS - CORTOT","10 RUE DU MONT CENIS - 75118",48.88738339946306,2.3415475619048323,0,
3749654,,"SAULES - CORTOT","22 RUE CORTOT - 75118",48.887796858313614,2.339925828674067,0,
3749655,,"ABREUVOIR - GIRARDON","FACE 16 RUE GIRARDON - 75118",48.88839004171575,2.337922476498512,0,
3749657,,"GABRIELLE","1 PLACE JEAN BAPTISTE CLEMENT - 75118",48.88652069728974,2.3385765945770394,0,
3749658,,"DREVET","5 R DREVET - 75118",48.88558598879218,2.34053896194982,0,
3749659,,"CHAPPE","FACE 6 RUE ANDRE BARSACQ - 75118",48.885001785288196,2.3416018748587977,0,
3749660,,"YVONNE LE TAC","2 RUE YVONNE LE TAC - 75118",48.884103086657674,2.34087955113396,0,
3749661,,"ABBESSES","30 R YVONNE LE TAC - 75118",48.88435477227426,2.3389444789053817,0,
3749662,,"ABBESSES","26 RUE DES ABBESSES - 75118",48.88486705533481,2.33771801810923,0,
3749663,,"PIGALLE","22 BOULEVARD DE CLICHY - 75118",48.88258429865896,2.337431832166389,0,
3749664,,"PIGALLE","FACE 20 BOULEVARD DE CLICHY - 75109",48.882215821789494,2.337213801603721,0,
3749665,,"MARTYRS","74 RUE DES MARTYRS - 75118",48.88245845070049,2.339775657617902,0,
